"bin","ID","time_start_sec","time_end_sec","Distance_m","Mean_speed_m_s","Max_speed_m_s","Time_immobile_s","Immobile_episodes","Absolute_turn_angle_deg","Meander_deg_per_m","Bottom_entries","Bottom_time_s","Middle_entries","Middle_time_s","Top_entries","Top_time_s","Mean_dist_from_bottom_m","Acceleration_episodes_500ms","Acceleration_time_s","Tortuosity_episodes_1s","Tortuosity_time_s","Zone_count","IM_time_s","IM_episodes","NB_time_s","NB_episodes","HS_time_s","HS_episodes","TR_time_s","TR_episodes"
1,60,0,300,11.1367549352448,0.0371225164508158,0.214754959972876,0,0,15678.9093909813,1407.85259998511,17,277.833333333333,19,19.0333333333333,1,0.133333333333333,0.0150031153623347,26,21.0333333333333,15,9.33333333333333,3,1.86666666666667,2,265.333333333333,54,17.3666666666667,20,15.4333333333333,26
1,61,0,300,2.54825591117175,0.00849418637057251,0.126740394857263,51.4333333333333,2,3481.07192257002,1366.06057001918,5,280.1,5,16.9,0,0,0.012752430397091,3,1.7,4,2.1,3,126.733333333333,45,171.133333333333,49,1.76666666666667,2,0.366666666666667,0
1,62,0,300,7.58581153503322,0.0252860384501107,0.122590702117202,0,0,9397.47835179063,1238.82307230949,21,175.9,30,85.9666666666667,9,35.1333333333333,0.0326194519660905,11,6.83333333333333,4,2.73333333333333,3,11.8,10,266.533333333333,50,12.5666666666667,18,9.1,13
1,63,0,300,11.6551507782523,0.0481617800754226,0.121027823072423,0,0,19613.7769419369,1682.84197391379,20,211.233333333333,25,24.3333333333333,5,4,0.0168077642548326,21,14.5333333333333,16,9.36666666666667,3,3.8,4,204.8,54,17.4,23,15.9666666666667,26
1,64,0,300,7.93044731302033,0.0327704434422328,0.0859984686242349,0,0,6848.17882531342,863.529956761705,17,68.4666666666667,43,114.2,26,56.9,0.0467688976268009,1,0.566666666666667,1,0.566666666666667,3,9.26666666666667,10,221.2,34,7.06666666666667,9,4.43333333333333,7
1,65,0,300,6.80506855134826,0.0226835618378275,0.174284115673424,69.4333333333333,1,10895.4776599262,1601.08271911052,21,161,36,77.5333333333333,15,58.4666666666667,0.0343365668413549,10,9.76666666666667,9,5.23333333333333,3,64.5666666666667,5,207.866666666667,42,18.6333333333333,21,8.93333333333333,15
1,66,0,300,10.8371017082591,0.0361236723608638,0.103160664320973,0,0,19925.0972541114,1838.60018947005,22,185.533333333333,41,74.7333333333333,19,36.7333333333333,0.0301692472489818,4,2.13333333333333,22,15.3,3,0,0,254.233333333333,57,26.9666666666667,36,18.8,25
1,67,0,300,5.09494933599367,0.0169831644533122,0.209246174076547,191.7,1,9266.65775916313,1818.79291589773,0,297,0,0,0,0,0.00354344371273642,9,7,2,1.16666666666667,3,192.166666666667,1,101.933333333333,10,5.9,8,0,0
1,68,0,300,11.4412522709048,0.0381375075696827,0.0972781635549556,0,0,22431.4256251022,1960.5743404632,36,187.466666666667,56,95.6,19,13.9333333333333,0.0294920792284195,5,3.9,27,18.2666666666667,3,1.13333333333333,1,238.666666666667,77,37.6666666666667,43,22.5333333333333,33
1,69,0,300,12.3003036348587,0.0410010121161955,0.217514698602444,26.4,9,26373.1733683095,2144.10750752272,33,202.666666666667,57,61.2333333333333,24,32.7333333333333,0.0281951487420958,61,53.4,29,20.4,3,91.7666666666667,24,142.033333333333,69,57.6666666666667,42,8.53333333333333,10
1,70,0,300,23.0701019166249,0.0769003397220829,0.310948651110033,0,0,57747.3261004062,2503.12401345709,49,187.533333333333,102,56.9,52,52.5333333333333,0.0345552553515327,128,100.8,63,52.6333333333333,3,0,0,134.233333333333,77,155.233333333333,84,10.5333333333333,16
1,71,0,300,9.85194113996758,0.0328398037998919,0.113272326775828,24.9333333333333,1,7331.71332642676,744.18972081383,4,53.6666666666667,11,7.4,7,196.233333333333,0.0790467013138123,9,5.8,1,0.666666666666667,3,28.8,4,247.633333333333,49,2.83333333333333,5,20.7333333333333,32
1,72,0,300,12.9330061867789,0.0431100206225965,0.151365844393316,0,0,16858.9050849833,1303.55656229545,20,206.033333333333,37,41.5333333333333,17,49.4333333333333,0.0303089797716388,20,12.6333333333333,9,4.96666666666667,3,0.266666666666667,0,270.133333333333,48,15.3,19,14.3,22
1,73,0,300,16.8937302605838,0.0563124342019459,0.213009461048056,43.9666666666667,2,23479.7107116778,1389.84761503268,0,297,0,0,0,0,0.00544470926520301,84,77.8333333333333,6,3.03333333333333,3,49.7666666666667,6,217.366666666667,43,32.8666666666667,36,0,0
1,74,0,300,12.7876805377815,0.0426256017926049,0.211120087143324,64.3,1,26990.2971921702,2110.64837852547,19,274.7,24,18.5,4,3.8,0.0129695379774752,59,45.5666666666667,22,22.1333333333333,3,69.2666666666667,5,179.266666666667,42,46.4333333333333,33,5.03333333333333,8
1,75,0,300,24.2392356154695,0.0807974520515651,0.208788892707483,0,0,60955.8675363369,2514.76030446417,53,155.4,110,83.3666666666667,57,58.2333333333333,0.0365112580957437,118,103.5,73,65.3666666666667,3,0,0,165.166666666667,74,130.366666666667,75,4.46666666666667,5
1,76,0,300,12.8690414535491,0.0428968048451637,0.105378072469953,0,0,18664.7743595819,1450.36243973201,41,169.666666666667,66,98.9333333333333,24,28.4,0.032217464180732,15,10,19,12,3,0,0,237,73,34.3333333333333,39,28.6666666666667,39
1,77,0,300,7.64316062038777,0.0254772020679593,0.144642694677725,159.766666666667,0,10693.1909669851,1399.05354578857,4,275.233333333333,9,13.2,5,8.56666666666667,0.00905719503416414,18,10.8333333333333,11,6.46666666666667,3,160.233333333333,1,133.7,12,2.53333333333333,4,3.53333333333333,6
1,78,0,300,22.4374474118062,0.0747914913726875,0.219577996309565,0,0,59739.8209963546,2662.50522619255,53,213.033333333333,110,45.8666666666667,57,38.1,0.0273615659714956,104,95.8666666666667,72,68.8,3,0,0,132.5,70,145.666666666667,55,21.8333333333333,30
1,79,0,300,18.3064148477761,0.0610213828259205,0.124339759122631,0,0,30613.066045657,1672.25894858249,2,294.733333333333,2,2.26666666666667,0,0,0.0112194751506222,32,22.9333333333333,28,14.8333333333333,3,0,0,285.266666666667,32,8.96666666666667,13,5.76666666666667,10
1,80,0,300,6.87682587874327,0.0229227529291442,0.218553179902262,181.2,5,20929.6532307145,3043.50489597381,0,297,0,0,0,0,0.00437598313232014,45,34.0333333333333,25,19.4,3,188.2,6,38.1,35,61.6666666666667,36,12.0333333333333,19
