"bin","ID","time_start_sec","time_end_sec","Distance_m","Mean_speed_m_s","Max_speed_m_s","Time_immobile_s","Immobile_episodes","Absolute_turn_angle_deg","Meander_deg_per_m","Bottom_entries","Bottom_time_s","Middle_entries","Middle_time_s","Top_entries","Top_time_s","Mean_dist_from_bottom_m","Acceleration_episodes_500ms","Acceleration_time_s","Tortuosity_episodes_1s","Tortuosity_time_s","Zone_count","IM_time_s","IM_episodes","NB_time_s","NB_episodes","HS_time_s","HS_episodes","TR_time_s","TR_episodes"
1,2,0,30,0.158275525935724,0.00527585086452413,0.0571439776259546,25.5,1,619.04827770921,3911.20657504943,0,28.7,0,0,0,0,0.00263137454894153,0,0,0,0,3,25.8333333333333,1,4.16666666666667,1,0,0,0,0
2,2,30,60,0.86917643299564,0.0289725477665213,0.0811962409725236,7.16666666666667,0,1621.72392622075,1865.81672564617,0,29.2666666666667,0,0,0,0,0.00450466145093977,0,0,0,0,3,7.33333333333333,1,21.5,3,1.16666666666667,2,0,0
3,2,60,90,1.63629117439574,0.0545430391465248,0.0963167466256563,0,0,3735.60851079729,2282.9729630344,5,14.0333333333333,8,11.3333333333333,2,4.3,0.040385558619296,0,0,1,0.666666666666667,3,0,0,21.4666666666667,12,7.03333333333333,10,1.5,2
4,2,90,120,2.02450000677126,0.0674833335590421,0.1119471982077,0,0,3547.11078413442,1752.09225599928,7,11.6,12,10.0666666666667,5,8.33333333333333,0.0470631076534211,8,6.1,2,1.5,3,0,0,17.6333333333333,10,8.2,9,4.16666666666667,5
5,2,120,150,2.06217971707155,0.0687393239023851,0.107470443581732,0,0,2845.02859899858,1379.62204527873,4,12.5333333333333,7,5.23333333333333,4,12.1333333333333,0.05070510860714,9,7.03333333333333,1,0.533333333333333,3,0,0,22.9,9,6.76666666666667,5,0.333333333333333,0
6,2,150,180,2.11104887732996,0.0703682959109988,0.104107275400039,0,0,3495.91496460057,1656.00853781376,4,8.26666666666667,11,5.76666666666667,7,15.7666666666667,0.059853730004995,10,6.26666666666667,0,0,3,0,0,15.9333333333333,9,12.2,9,1.86666666666667,3
7,2,180,210,2.3059270426443,0.0768642347548101,0.122464442643918,0,0,5513.95583214673,2391.21001236173,8,9.53333333333333,18,7.56666666666667,10,12.5,0.0521499032768689,9,5.9,4,3.46666666666667,3,0,0,6.56666666666667,6,23.4333333333333,9,0,0
8,2,210,240,2.43330417179265,0.081110139059755,0.124545369351198,0,0,5075.38386849819,2085.7991891573,9,12.6333333333333,17,8.26666666666667,8,8.93333333333333,0.0451571056343659,16,11.7,2,1.1,3,0,0,9.2,5,19.3666666666667,8,1.43333333333333,3
9,2,240,270,2.32362827859834,0.0774542759532779,0.118796728820154,0,0,5707.6584773773,2456.35609187038,4,8.9,13,7.06666666666667,9,13.8333333333333,0.0551194963375847,15,10.2666666666667,8,6.26666666666667,3,0,0,8.43333333333333,7,20.8,9,0.766666666666667,1
10,2,270,300,2.3065377359817,0.0768845911993901,0.134090251665357,0,0,5666.05863038233,2456.52110606842,8,9.16666666666667,19,8.63333333333333,11,12.2,0.0534482231744369,13,8.93333333333333,2,1.1,3,0,0,3.86666666666667,4,25.3,6,0.833333333333333,2
1,3,0,30,2.44569256051225,0.0815230853504085,0.149608862769125,0,0,3145.08170694926,1285.96772862183,2,26.4333333333333,2,3.56666666666667,0,0,0.0207693673746847,11,6.43333333333333,3,1.53333333333333,3,0,0,21.0333333333333,14,8.96666666666667,12,0,0
2,3,30,60,2.27371242388412,0.0757904141294705,0.111310507797498,0,0,2716.28468404804,1194.64742133391,3,26.2666666666667,3,3.73333333333333,0,0,0.0215071568121149,3,2.4,0,0,3,0,0,28,6,1.4,1,0.6,1
3,3,60,90,2.27740940421657,0.0759136468072191,0.111844756030975,0,0,1921.90097154661,843.897881508809,0,30,0,0,0,0,0.00945559045394859,12,12.2,0,0,3,0,0,26.8333333333333,8,2.6,4,0.566666666666667,0
4,3,90,120,2.36300818859159,0.0787669396197197,0.118290532321713,0,0,2464.86003467453,1043.10262087735,2,28.5333333333333,3,1,1,0.466666666666667,0.0132334223184609,14,14.1,0,0,3,0,0,24.9333333333333,7,4.43333333333333,5,0.633333333333333,1
5,3,120,150,2.39761050536884,0.0799203501789615,0.123528308912083,0,0,3138.80081846721,1309.13708103908,4,22.7333333333333,6,5.66666666666667,2,1.56666666666667,0.0226097740064986,4,2.76666666666667,2,1,3,0,0,24.5,10,3.76666666666667,6,1.73333333333333,2
6,3,150,180,2.15789392694457,0.0719297975648191,0.109702310025136,0,0,2574.53806526106,1193.07906339327,2,24.2666666666667,3,4.43333333333333,1,0.966666666666667,0.0158897419581975,7,4.1,3,1.66666666666667,3,0,0,21.6666666666667,10,2.96666666666667,3,5.36666666666667,6
7,3,180,210,2.21974307471919,0.073991435823973,0.128185033934961,0,0,4453.84926555951,2006.47062098525,5,23.6333333333333,6,5.2,1,0.866666666666667,0.0167325620756094,14,11.4333333333333,4,2.16666666666667,3,0,0,9.93333333333333,13,13.6666666666667,11,6.4,8
8,3,210,240,2.27538805238252,0.0758462684127507,0.11060959045095,0,0,4056.10461124404,1782.59906348588,4,20.3666666666667,8,5.53333333333333,4,3.4,0.0251519778133893,15,11.4,2,1.26666666666667,3,0,0,9.23333333333333,9,10.7666666666667,10,10,10
9,3,240,270,2.79301852460665,0.0931006174868884,0.136184075646955,0,0,5167.43292569861,1850.12483095734,5,10.0666666666667,15,9.86666666666667,10,9.76666666666667,0.0472967187469406,16,13.0666666666667,2,1.1,3,0,0,13.9,16,13.7333333333333,12,2.36666666666667,2
10,3,270,300,2.27748409898321,0.0759161366327736,0.128925564947358,0,0,5172.42630953469,2271.11412626062,3,22.1,6,2.96666666666667,3,3.6,0.019248231319214,9,6.46666666666667,2,1.06666666666667,3,0,0,7.13333333333333,10,15.4,13,7.46666666666667,8
1,4,0,30,2.92669404351411,0.097556468117137,0.164170037085899,0,0,5250.22457874609,1793.90961292356,5,10.8333333333333,11,8.9,6,10.2666666666667,0.0498696564692065,16,13.5,5,5.03333333333333,3,0,0,11.1333333333333,9,18.8666666666667,8,0,0
2,4,30,60,2.40772254666739,0.0802574182222464,0.112206949268158,0,0,2821.92912337052,1172.03251980858,4,14.9333333333333,7,11.8333333333333,3,3.23333333333333,0.0388012013758354,9,5.2,0,0,3,0,0,25.2666666666667,9,4.53333333333333,6,0.2,0
3,4,60,90,2.24205043604564,0.0747350145348546,0.108938170572399,0,0,2975.89139130977,1327.30796036793,5,11.9666666666667,11,10.3666666666667,5,7.66666666666667,0.0452808500634419,15,11.0666666666667,0,0,3,0,0,23.4,8,4.33333333333333,6,2.26666666666667,3
4,4,90,120,2.06368622701069,0.0687895409003562,0.127582691984179,0,0,3953.10726881805,1915.55635594092,2,23.6,3,2.53333333333333,2,3.66666666666667,0.0190430187602031,12,9.96666666666667,6,3.9,3,0,0,12.4666666666667,12,10.0333333333333,9,7.5,11
5,4,120,150,2.85986708786453,0.0953289029288175,0.163007801949598,0,0,6956.5645346368,2432.47826591525,6,6.73333333333333,17,5.26666666666667,11,17.9,0.0612539764091982,20,16.2333333333333,7,4.76666666666667,3,0,0,4.76666666666667,5,25.2333333333333,5,0,0
6,4,150,180,3.0230773828047,0.10076924609349,0.167263139647587,0,0,5308.34793793003,1755.94179895095,5,5.43333333333333,15,8.46666666666667,10,16.1,0.0626272946110903,21,18.2666666666667,2,1.06666666666667,3,0,0,8.83333333333333,11,21.1666666666667,14,0,0
7,4,180,210,3.24703069805746,0.108234356601915,0.137274573518549,0,0,5544.75065522585,1707.63727566327,6,9.2,12,12.1,5,8.7,0.0506378051065622,22,22.6,2,1.13333333333333,3,0,0,9.86666666666667,11,19.6333333333333,10,0.5,1
8,4,210,240,2.80418102170677,0.0934727007235592,0.13805769165517,0,0,4374.95287711491,1560.15351478703,7,19.4333333333333,8,4.66666666666667,2,5.53333333333333,0.0319673697501097,22,17.9333333333333,2,1.03333333333333,3,0,0,16.4333333333333,13,12.0333333333333,10,1.53333333333333,2
9,4,240,270,1.85392682465852,0.0617975608219505,0.111079376006746,0,0,3866.68787271579,2085.6744836345,0,26.7333333333333,1,0.533333333333333,1,0.466666666666667,0.00410606513970677,4,2.66666666666667,5,3.8,3,0,0,3.26666666666667,4,16.1333333333333,14,10.6,11
10,4,270,300,2.81956555956926,0.0939855186523087,0.147732033911852,0,0,6751.1892553412,2394.40761802062,5,7.26666666666667,14,4.6,9,18.0333333333333,0.0625019876014499,15,14.8666666666667,4,2.7,3,0,0,4.83333333333333,3,24.6,6,0.566666666666667,1
1,5,0,30,0.882896112310583,0.0296282154595623,0.102764623607306,11.5666666666667,2,1768.8525737078,1990.05412720182,0,26.0333333333333,2,1.96666666666667,2,2,0.013759284259283,0,0,0,0,3,0.966666666666667,2,23.1666666666667,9,5.86666666666667,7,0,0
2,5,30,60,1.86835464904384,0.0622784883014613,0.115717710790546,0,0,2298.86181788921,1230.42047668289,3,3.5,7,18.9666666666667,3,7.53333333333333,0.0536953561526293,7,4.86666666666667,1,0.5,3,0,0,25.7,8,3.16666666666667,4,1.13333333333333,2
3,5,60,90,1.53123224924166,0.0510410749747219,0.0932427377724015,0,0,1710.78717011091,1117.26171582278,5,10.6,6,13.4333333333333,2,5.9,0.043056972388042,2,1.16666666666667,0,0,3,0,0,26.2333333333333,10,0.4,1,3.36666666666667,5
4,5,90,120,1.43725734649799,0.0479085782165998,0.0749541247037368,0,0,1263.69738230902,879.242249405179,3,24.6,3,5.4,0,0,0.0190339893610675,0,0,0,0,3,0,0,24.0333333333333,7,1.16666666666667,2,4.8,5
5,5,120,150,1.58459148752747,0.0528197162509158,0.0797191036203236,0,0,1931.68944351345,1219.04570276821,3,15.3333333333333,5,9.13333333333333,2,5.53333333333333,0.035086581773495,0,0,0,0,3,0,0,26.9,6,0.933333333333333,1,2.16666666666667,4
6,5,150,180,1.69384756451203,0.0564615854837343,0.0948219992179529,0,0,2145.90129197057,1266.87981665503,3,16.9333333333333,6,6.43333333333333,3,6.53333333333333,0.0341047997768979,3,2.76666666666667,2,1.03333333333333,3,0,0,23.9333333333333,11,1.6,2,4.46666666666667,5
7,5,180,210,1.59955109340554,0.0533183697801846,0.0878223271552661,0,0,2551.45547065593,1595.1072029989,2,18.3333333333333,5,8.33333333333333,2,2.66666666666667,0.0254474756035291,2,1.8,2,1.06666666666667,3,0,0,19.5333333333333,10,1.7,2,8.76666666666667,8
8,5,210,240,1.39721048542067,0.0465736828473558,0.0790663921274229,0,0,2005.33524039139,1435.24204929483,3,20.8,4,5.1,1,2.63333333333333,0.0219120303742449,1,0.533333333333333,1,0.533333333333333,3,0,0,22.3666666666667,10,2.1,2,5.53333333333333,6
9,5,240,270,1.54612794974834,0.0515375983249447,0.0796453557093214,0,0,2320.97848251709,1501.1555045589,3,15.6,5,7.96666666666667,3,6.16666666666667,0.0367217592754061,0,0,0,0,3,0,0,22.0666666666667,9,5.06666666666667,7,2.86666666666667,3
10,5,270,300,1.43518854352367,0.0478396181174556,0.0786801669222689,0,0,1960.29744767603,1365.88147705187,5,22.4,5,7.16666666666667,0,0,0.0196018582558692,2,1.2,1,0.533333333333333,3,0,0,23.0333333333333,11,1.56666666666667,3,5.4,8
1,6,0,30,1.34512628736207,0.0448375429120688,0.0920863544233099,0,0,853.335371616282,634.390524989117,0,2.46666666666667,3,3.03333333333333,3,24.5,0.0780646488933515,0,0,0,0,3,0,0,28.2333333333333,5,1.4,3,0.366666666666667,1
2,6,30,60,0.520706712113544,0.0173568904037848,0.048818975381988,0,0,39.0117455819708,74.9207657101681,0,0,0,0,0,27.6333333333333,0.0894582955147369,0,0,0,0,3,0,0,29.9,2,0,0,0.1,0
3,6,60,90,0.544485440219784,0.0181495146739928,0.0465070082929196,0,0,148.124949859259,272.045749835786,1,3.56666666666667,2,11.4666666666667,1,14.3666666666667,0.0700458423805077,0,0,0,0,3,0.733333333333333,1,27.8666666666667,5,0.366666666666667,1,1.03333333333333,2
4,6,90,120,0.87289131825538,0.0290963772751793,0.0557030326862482,0,0,416.348277438666,476.976077927786,0,29,1,0.933333333333333,0,0,0.0101243883877071,0,0,1,0.5,3,0,0,29,4,1,2,0,0
5,6,120,150,0.78957990426871,0.0263193301422903,0.0581605224469779,0,0,535.038632333118,677.624429700573,2,23.3333333333333,1,5.66666666666667,0,0,0.0166789658342328,0,0,0,0,3,0,0,27.3666666666667,4,1.16666666666667,2,1.46666666666667,2
6,6,150,180,0.601834686241335,0.0200611562080445,0.050340789592171,0,0,314.267071835835,522.181720363345,1,28.4666666666667,1,0.7,0,0,0.00694887075527768,0,0,0,0,3,0,0,29.2,3,0.8,2,0,0
7,6,180,210,0.665069936552742,0.0221689978850914,0.0459912989738637,0,0,25.617178204929,38.5180216350036,0,29.4666666666667,0,0,0,0,0.00714267311293778,0,0,0,0,3,0,0,28.5333333333333,4,1.46666666666667,3,0,0
8,6,210,240,0.681516436820932,0.0227172145606977,0.0458896799954518,0,0,212.634845137879,312.002519161175,0,29.5,0,0,0,0,0.00801523634015866,0,0,0,0,3,0,0,28.2666666666667,4,1.23333333333333,2,0.5,1
9,6,240,270,0.715179367506905,0.0238393122502302,0.0475568355564512,0,0,256.42692454037,358.549108364615,1,29.3,1,0.7,0,0,0.0114741371969352,0,0,0,0,3,0,0,29,3,0.766666666666667,1,0.233333333333333,0
10,6,270,300,0.456266682906747,0.0152088894302249,0.0445210146029482,0,0,42.7856005369137,93.7732298671004,0,29.9333333333333,0,0,0,0,0.00674485641568725,0,0,0,0,3,0,0,29.4333333333333,2,0,0,0.566666666666667,1
1,7,0,30,2.85447067880256,0.0951490226267521,0.185010329502121,0,0,3929.32281421309,1376.55042085121,5,17.6,8,10.2666666666667,2,1.9,0.0291783058598645,18,16,1,0.533333333333333,3,0,0,18.7333333333333,10,11.2666666666667,8,0,0
2,7,30,60,2.53084461675832,0.0843614872252773,0.143202283531705,0,0,3990.03667496898,1576.56327399495,5,4.83333333333333,10,19.2,5,5.96666666666667,0.0528118562392105,10,7.5,1,0.5,3,0,0,19.4,11,10.6,10,0,0
3,7,60,90,2.36978757054743,0.0789929190182475,0.121766750110781,0,0,3584.70501223711,1512.66934504557,4,10.4333333333333,10,13.6,7,5.96666666666667,0.0446752301293089,13,8.63333333333333,0,0,3,0,0,20.8,11,7.9,9,1.3,2
4,7,90,120,2.49487118665673,0.0831623728885576,0.125687504144553,0,0,4451.18544913672,1784.13437653331,8,13.1666666666667,15,9.93333333333333,6,6.9,0.0435210621154836,15,15.5333333333333,1,1.1,3,0,0,17,11,12.1,10,0.9,2
5,7,120,150,2.28560282831271,0.076186760943757,0.139570405463808,0,0,4098.10319510778,1793.0075795947,3,7.7,12,10.7333333333333,9,11.5666666666667,0.0520083257707358,8,7.46666666666667,3,2.33333333333333,3,0,0,16.5333333333333,9,13.4666666666667,8,0,0
6,7,150,180,1.87349778042891,0.0624499260142971,0.105170719610697,0,0,3864.32140385089,2062.62395622706,3,7.33333333333333,10,11.4333333333333,8,11.0333333333333,0.0547962250036305,1,0.5,3,2.23333333333333,3,0,0,19.7666666666667,7,9.96666666666667,6,0.266666666666667,0
7,7,180,210,1.74932896046101,0.0583109653487005,0.106064857414004,0,0,3988.29024263613,2279.8972250394,2,7.2,8,6.33333333333333,5,16.4666666666667,0.060126304208346,4,2.66666666666667,4,3.06666666666667,3,0,0,18.4333333333333,11,9.8,7,1.76666666666667,3
8,7,210,240,1.66498165611386,0.0554993885371286,0.0946616714899151,0,0,3017.79877818327,1812.51172774296,5,16.7,8,6.7,4,5.8,0.0332665679094128,2,1.3,1,0.666666666666667,3,0,0,17.3666666666667,9,9.53333333333333,7,3.1,3
9,7,240,270,1.65359188391012,0.0551197294636707,0.104328501227939,0,0,2925.14362865695,1768.96346499965,1,13.8,3,1.76666666666667,2,12.6666666666667,0.0413438956223873,4,2.43333333333333,4,3.23333333333333,3,0,0,19.7333333333333,7,8.9,7,1.36666666666667,2
10,7,270,300,2.34745042080992,0.0782483473603308,0.127682508657892,0,0,3481.59011471139,1483.13680401828,2,3.46666666666667,11,13.3666666666667,9,13.1666666666667,0.0584605440152199,8,5.23333333333333,1,0.866666666666667,3,0,0,20.6,11,9.06666666666667,10,0.333333333333333,1
1,8,0,30,0.157458659571885,0.0052486219857295,0.0536806986491225,0,0,155.418963135825,987.046146324338,0,0,0,0,0,30,0.096375337910919,0,0,0,0,3,4.16666666666667,4,24.8333333333333,6,1,2,0,0
2,8,30,60,0.0705755919304065,0.00235251973101355,0.0783789330416858,6.2,2,236.185645702658,3346.56273142642,0,0,0,0,0,30,0.0937299461831305,0,0,0,0,3,15.3333333333333,4,14,7,0.266666666666667,0,0.4,1
3,8,60,90,0.0131840213675881,0.000439467378919604,0.02864334603818,3.7,1,21.8788385957201,1659.49659710864,0,0,0,0,0,30,0.096856423309887,0,0,0,0,3,17.8333333333333,6,11.5666666666667,6,0.6,1,0,0
4,8,90,120,1.27637982887284,0.0425459942957614,0.075173507814079,0,0,1703.04356105806,1334.27646107663,2,18.9,3,8.26666666666667,1,2.83333333333333,0.0344018687214608,1,0.533333333333333,0,0,3,0,0,29,4,0.333333333333333,1,0.666666666666667,2
5,8,120,150,1.74836074820505,0.0582786916068351,0.0872977743488298,0,0,1821.92122393259,1042.07396888946,1,27.0666666666667,2,1.9,1,1,0.013873294576774,3,2.2,1,0.5,3,0,0,27.9333333333333,4,1.1,1,0.966666666666667,2
6,8,150,180,1.59650371460216,0.0532167904867386,0.100338003539001,0,0,1637.3177535508,1025.56463763619,1,27.7333333333333,1,2,0,0,0.00740397149974342,0,0,0,0,3,0,0,27.0666666666667,7,1.73333333333333,3,1.2,2
7,8,180,210,1.73621368051192,0.0578737893503974,0.100431944883351,0,0,1989.48581660557,1145.87613203172,3,18.5333333333333,6,4.9,3,6.1,0.0291135103266181,6,4.6,1,0.566666666666667,3,0,0,23.0666666666667,8,4.26666666666667,5,2.66666666666667,4
8,8,210,240,1.68099833954659,0.0560332779848863,0.103632620472993,0,0,2050.60770554093,1219.8749143881,1,24.7666666666667,3,3.73333333333333,1,1.13333333333333,0.0145055239345515,5,3.7,2,1.06666666666667,3,0,0,22.9,7,4.66666666666667,5,2.43333333333333,4
9,8,240,270,1.76712613724477,0.0589042045748258,0.091233579122737,0,0,1903.9667991546,1077.43683884569,2,26.1333333333333,2,2.43333333333333,1,1.03333333333333,0.0134005842321359,3,1.96666666666667,0,0,3,0,0,22.2666666666667,9,2.5,3,5.23333333333333,7
10,8,270,300,1.81969285508922,0.060656428502974,0.111601896142425,0,0,2147.38582638853,1180.08147385029,3,17.4666666666667,5,3.5,2,7.56666666666667,0.0307336157846092,3,1.86666666666667,1,0.8,3,0,0,19.6333333333333,4,4.93333333333333,5,5.43333333333333,5
1,9,0,30,1.69552076787838,0.0565173589292794,0.0906739062887923,0,0,1741.67509021397,1027.22132527656,3,6.3,8,8.23333333333333,5,15.1666666666667,0.0620429499740409,7,4.33333333333333,0,0,3,0,0,21.7,10,6,8,2.3,4
2,9,30,60,2.35284166411288,0.0784280554704294,0.119105052059741,0,0,3499.33115611377,1487.27864245517,5,5.1,12,14.9666666666667,8,9.93333333333333,0.0531223590845094,15,13.5,3,1.5,3,0,0,15.0666666666667,14,12.6666666666667,14,2.26666666666667,2
3,9,60,90,2.52268800506936,0.0840896001689788,0.142331759219432,0,0,4844.86130458242,1920.51545607171,8,9.1,20,9.3,12,11.6,0.0527490006994823,16,13,4,2.26666666666667,3,0,0,9.6,12,19.5,15,0.9,2
4,9,90,120,2.57282595304177,0.0857608651013924,0.143617445926964,0,0,4837.00241928737,1880.03483623474,8,4.2,20,13,11,12.8,0.0589552769639757,16,9.8,8,5.1,3,0,0,7.8,9,21.4,12,0.8,0
5,9,120,150,2.65985987616511,0.0886619958721704,0.152462374397981,0,0,5238.17100810847,1969.34096229936,11,9.1,21,12,10,8.7,0.050861541370975,22,18.6666666666667,8,5.66666666666667,3,0,0,6.33333333333333,8,23.1,9,0.566666666666667,1
6,9,150,180,2.61328637693217,0.0871095458977391,0.153784231874942,0,0,5274.47072074456,2018.32863298221,12,10.2,23,8.4,12,11.4,0.0511953882822596,22,22.1666666666667,3,3.1,3,0,0,4.76666666666667,8,20.7666666666667,12,4.46666666666667,6
7,9,180,210,2.48126161742626,0.0827087205808755,0.163623699235492,0,0,4305.40751760582,1735.16870908264,10,8.8,20,8.16666666666667,10,12.7666666666667,0.0551801705639424,16,16.0666666666667,1,0.6,3,0,0,8.2,10,20.2666666666667,14,1.53333333333333,1
8,9,210,240,2.54938392535908,0.084979464178636,0.158781937748886,0,0,4293.01796442108,1683.94329379652,9,9.26666666666667,18,6.93333333333333,8,13.4666666666667,0.0573039214700366,13,9.76666666666667,1,0.6,3,0,0,11.1,14,17.6666666666667,15,1.23333333333333,1
9,9,240,270,1.75548247100911,0.0585160823669705,0.126785312684733,0,0,3190.09584212246,1817.2188528255,4,21.7,6,3.86666666666667,3,3.8,0.0238783711738555,4,3.03333333333333,2,1,3,0,0,18.8,12,9.13333333333333,8,2.06666666666667,4
10,9,270,300,1.94989457540571,0.0649964858468571,0.119233258190522,0,0,3133.79027950368,1607.15882747232,1,20.3,5,2.16666666666667,4,5.16666666666667,0.0206938703140858,6,4.8,2,1.1,3,0,0,12,11,11.9,9,6.1,7
1,10,0,30,1.50370290442805,0.0501234301476017,0.0785978434420096,0,0,1878.24032995773,1249.07674543073,0,30,0,0,0,0,0.0099675992991512,1,0.5,1,0.5,3,0,0,28.2666666666667,5,1.4,2,0.333333333333333,1
2,10,30,60,1.57512479019888,0.0525041596732961,0.0807880806129281,0,0,2474.18349540038,1570.7856995178,5,19.2666666666667,5,10.7333333333333,0,0,0.02722321786369,2,1.13333333333333,1,0.5,3,0,0,25.3,5,3.13333333333333,4,1.56666666666667,2
3,10,60,90,1.47998705333642,0.0493329017778807,0.0715520806151597,0,0,2380.90481375966,1608.73354154839,5,26.6333333333333,5,3.36666666666667,0,0,0.0230325924499053,0,0.0333333333333333,1,0.5,3,0,0,28.4,3,1.6,2,0,0
4,10,90,120,1.34499133934878,0.0448330446449594,0.0688364526797741,0,0,2252.35579252198,1674.62475528841,3,28.9666666666667,3,1.03333333333333,0,0,0.01881221491585,0,0,0,0,3,0,0,28.4333333333333,2,1.56666666666667,2,0,0
5,10,120,150,1.15753109659826,0.0385843698866085,0.064618313321049,0,0,2239.60213267679,1934.80947445689,3,25.3,3,4.53333333333333,0,0,0.0160129325360622,0,0,1,0.5,3,0,0,26.5333333333333,6,3.46666666666667,4,0,0
6,10,150,180,0.968400762543535,0.0322800254181178,0.0618891210582295,0,0,974.420040276021,1006.21568875749,4,23.8666666666667,4,4.73333333333333,0,0,0.0159098471125425,0,0,0,0,3,0,0,29.6,3,0,0,0.4,1
7,10,180,210,1.26159553020443,0.0420531843401478,0.0785359823933722,0,0,1607.37993523645,1274.08499535187,5,19.7666666666667,8,9.63333333333333,3,0.6,0.0283791693020903,0,0,3,1.56666666666667,3,0,0,27.6333333333333,5,2.13333333333333,3,0.233333333333333,0
8,10,210,240,1.31017888416285,0.043672629472095,0.0873920770114206,0,0,2353.49229067786,1796.31370885789,3,18.1333333333333,5,6.56666666666667,2,5.1,0.0332019810715295,0,0,6,3.76666666666667,3,0,0,22.6333333333333,5,5.8,6,1.56666666666667,2
9,10,240,270,1.31289016581646,0.0437630055272152,0.0905894586548996,0,0,1975.85710791681,1504.96755887273,3,14.3,8,7.06666666666667,5,8.06666666666667,0.039718965309927,0,0,1,0.433333333333333,3,0,0,25.1333333333333,6,4.3,4,0.566666666666667,0
10,10,270,300,1.52090534608196,0.0506968448693985,0.0924728273612992,0,0,3262.57311614103,2145.15198105249,4,21.0666666666667,7,5.63333333333333,2,2.63333333333333,0.0263044653158419,2,1.03333333333333,4,3.86666666666667,3,0,0,16.7,12,12.1,12,1.2,1
1,11,0,30,0.868845204021318,0.0289615068007106,0.0597412375469313,0,0,1887.95099630876,2172.94287586634,0,28.9,0,0,0,0,0.00398333750661851,0,0,0,0,3,0,0,26.7333333333333,7,3.26666666666667,5,0,0
2,11,30,60,0.709595773270895,0.0236531924423632,0.0658257216979082,0,0,781.399233201724,1101.18924412395,0,29.9666666666667,0,0,0,0,0.00385995603174195,0,0,0,0,3,0,0,29.1,3,0.9,2,0,0
3,11,60,90,0.993356791613767,0.0331118930537922,0.0785130668918727,0,0,1362.16931994835,1371.27901218194,2,25.3,3,3.5,1,0.8,0.0182143254322635,0,0,1,0.533333333333333,3,0,0,28.6333333333333,4,0.933333333333333,2,0.433333333333333,1
4,11,90,120,1.38430248478927,0.0461434161596423,0.0779499596648186,0,0,1805.01000631241,1303.91300033474,1,21.3,3,6.13333333333333,2,2.4,0.0272479509947354,1,0.5,0,0,3,0,0,26.7666666666667,3,2.93333333333333,2,0.3,0
5,11,120,150,1.63329566044831,0.0544431886816104,0.096112434473993,0,0,3287.31849597495,2012.69039989529,3,20.1,7,4.73333333333333,4,5.1,0.0304854739295749,3,2.13333333333333,8,5.46666666666667,3,0,0,20.4,7,9.6,7,0,0
6,11,150,180,1.21936896517899,0.0406456321726331,0.0752656158830816,0,0,2418.15056005447,1983.1163733936,2,27.4,3,2.4,1,0.166666666666667,0.0115089103659213,0,0,1,0.5,3,0,0,23.4,6,6.1,4,0.5,1
7,11,180,210,0.925930773727733,0.0308643591242578,0.0794548309139896,0,0,2579.37133475597,2785.70645661943,1,29.7333333333333,1,0.133333333333333,0,0,0.00571477323552819,0,0,8,6.43333333333333,3,0,0,9.13333333333333,7,18.6333333333333,6,2.23333333333333,1
8,11,210,240,1.22527219998282,0.0408424066660941,0.0834224788481956,0,0,3890.59211260332,3175.28799939953,8,22.6,10,5.8,2,1.23333333333333,0.0204878755122976,1,0.5,8,5.7,3,0,0,2.2,3,25.7666666666667,7,2.03333333333333,3
9,11,240,270,1.42705036805542,0.0475683456018475,0.0965832056503506,0,0,5325.45749373128,3731.79364438835,8,23.9333333333333,9,3.93333333333333,1,1.6,0.0202055388486475,0,0,5,2.9,3,0,0,7.96666666666667,5,19.7333333333333,6,2.3,3
10,11,270,300,1.29569808141039,0.0431899360470129,0.095188639305209,0,0,4102.02585454231,3165.88093584054,4,22.1333333333333,6,3.93333333333333,2,3.26666666666667,0.0227530399288729,0,0,6,3.8,3,0,0,5.9,6,21.9666666666667,6,2.13333333333333,3
1,12,0,30,0,0,0.00766624333621421,19.4,2,0,NA,0,29.6333333333333,0,0,0,0,0.000794923696111617,0,0,0,0,3,30,1,0,0,0,0,0,0
2,12,30,60,0,0,0.0035192377313207,30,0,0,NA,0,29.8333333333333,0,0,0,0,0.000544467340531504,0,0,0,0,3,30,1,0,0,0,0,0,0
3,12,60,90,0.01109338002105,0.000369779334034999,0.0241410510432472,25.4,1,8.97642340087124,809.169377037318,0,30,0,0,0,0,0.00244237327887998,0,0,0,0,3,27.1666666666667,2,2.83333333333333,1,0,0,0,0
4,12,90,120,0,0,0.00179682244457961,30,0,0,NA,0,30,0,0,0,0,0.000708383499948602,0,0,0,0,3,30,1,0,0,0,0,0,0
5,12,120,150,0.101447232952215,0.00338157443174049,0.0688991341366146,25.6333333333333,0,302.196677503946,2978.8557924127,0,29.6666666666667,0,0,0,0,0.000519869316693834,0,0,0,0,3,26.3,1,2.6,2,0.766666666666667,1,0.333333333333333,1
6,12,150,180,0.719999618570464,0.0239999872856821,0.0821251903208205,0,0,2058.9556254147,2859.66210579763,0,28.6666666666667,0,0,0,0,0.00348638262628413,0,0,2,1.13333333333333,3,0.333333333333333,1,23.5,5,5.16666666666667,4,1,2
7,12,180,210,0.778861910087627,0.0259620636695876,0.0667658630602702,0,0,836.623613011716,1074.1616738166,0,29.8666666666667,0,0,0,0,0.00328850852845207,0,0,0,0,3,0,0,29.5333333333333,2,0.466666666666667,1,0,0
